timestamp,open,high,low,close,volume
2025-05-08 19:55:00,285.2788,285.3000,285.0000,285.0000,24140
2025-05-08 19:50:00,285.0000,285.2787,285.0000,285.2500,17712
2025-05-08 19:45:00,284.8500,285.1900,284.7019,285.0000,11785
2025-05-08 19:40:00,284.8300,284.9000,284.7500,284.9000,7219
2025-05-08 19:35:00,284.8450,284.9300,284.7500,284.8000,10775
2025-05-08 19:30:00,284.9700,285.0700,284.8000,284.8700,15054
2025-05-08 19:25:00,284.9600,285.0000,284.8500,284.9400,13836
2025-05-08 19:20:00,285.1500,285.1900,284.8000,284.9600,5801
2025-05-08 19:15:00,285.2494,285.3000,285.1300,285.1300,14074
2025-05-08 19:10:00,284.9600,285.3000,284.9000,285.2200,29416
2025-05-08 19:05:00,284.8400,284.9700,284.7500,284.9350,13323
2025-05-08 19:00:00,284.7000,284.8500,284.6500,284.8500,10423
2025-05-08 18:55:00,284.7000,284.7300,284.6500,284.7000,7632
2025-05-08 18:50:00,284.7200,284.7300,284.6500,284.7000,7385
2025-05-08 18:45:00,284.7900,284.8500,284.6200,284.7150,9817
2025-05-08 18:40:00,284.6700,284.8350,284.6450,284.7800,18215
2025-05-08 18:35:00,284.8000,284.8000,284.6000,284.6800,8799
2025-05-08 18:30:00,284.9200,284.9677,284.6300,284.7100,9811
2025-05-08 18:25:00,284.9200,284.9900,284.8500,284.9250,7758
2025-05-08 18:20:00,284.8700,284.9800,284.8100,284.9407,8881
2025-05-08 18:15:00,284.6550,284.8800,284.6300,284.8250,14906
2025-05-08 18:10:00,284.6850,284.7000,284.5100,284.6312,9085
2025-05-08 18:05:00,284.6900,284.7900,284.5500,284.7000,12752
2025-05-08 18:00:00,284.9400,284.9900,284.6900,284.7000,10020
2025-05-08 17:55:00,284.9800,285.0000,284.7900,284.9500,7484
2025-05-08 17:50:00,284.7200,285.0000,284.7100,284.9900,7660
2025-05-08 17:45:00,284.6500,284.7400,284.6000,284.7300,4431
2025-05-08 17:40:00,284.7500,284.8000,284.6000,284.6000,12486
2025-05-08 17:35:00,284.6700,284.8000,284.6000,284.7300,4651
2025-05-08 17:30:00,284.6850,284.8500,284.6000,284.7000,13031
2025-05-08 17:25:00,284.8300,284.8900,274.2200,284.6600,9364
2025-05-08 17:20:00,284.6200,284.9000,284.5300,284.8300,15321
2025-05-08 17:15:00,284.7300,284.8100,284.6000,284.6800,14800
2025-05-08 17:10:00,284.7008,355.4198,213.8091,284.7000,17425
2025-05-08 17:05:00,284.9400,373.1189,192.8150,284.7000,15843
2025-05-08 17:00:00,284.3500,359.7157,213.8091,284.9700,21289
2025-05-08 16:55:00,284.4700,369.2894,206.1134,284.3800,33641
2025-05-08 16:50:00,284.6100,363.3606,232.1955,284.6150,14881
2025-05-08 16:45:00,284.6500,284.8000,284.5000,284.7200,18926
2025-05-08 16:40:00,284.9135,285.2400,284.6000,284.6500,38102
2025-05-08 16:35:00,285.1000,285.2800,284.5300,284.7501,31961
2025-05-08 16:30:00,284.7572,285.2100,284.6200,285.1800,48252
2025-05-08 16:25:00,284.5700,284.9000,284.5300,284.7600,61371
2025-05-08 16:20:00,284.3800,284.8200,284.1700,284.6000,355118
2025-05-08 16:15:00,283.8200,284.8200,239.4500,284.4297,50447
2025-05-08 16:10:00,284.3500,284.3600,283.7100,283.9600,101483
2025-05-08 16:05:00,284.5750,284.8200,284.0000,284.3585,154331
2025-05-08 16:00:00,284.9000,285.6496,283.2100,284.5400,10546409
2025-05-08 15:55:00,286.5200,286.6100,284.6100,284.8900,2618868
2025-05-08 15:50:00,287.8800,288.1000,286.2165,286.5499,1533222
2025-05-08 15:45:00,287.9400,288.0000,287.2100,287.9150,846195
2025-05-08 15:40:00,288.3500,288.3800,287.6300,287.9000,740085
2025-05-08 15:35:00,288.4295,288.7600,287.7000,288.3700,845079
2025-05-08 15:30:00,289.0200,289.4600,288.3600,288.3950,852279
2025-05-08 15:25:00,289.0482,289.7900,288.8000,289.0200,1278115
2025-05-08 15:20:00,288.0000,289.1500,287.8900,289.0400,1540699
2025-05-08 15:15:00,287.3250,288.0790,286.8300,288.0300,892330
2025-05-08 15:10:00,287.4250,287.7500,287.2600,287.3200,532781
2025-05-08 15:05:00,287.4859,287.6950,287.1000,287.4200,498930
2025-05-08 15:00:00,287.9000,288.0700,287.1004,287.5000,758440
2025-05-08 14:55:00,288.0650,288.0650,287.6000,287.9104,529216
2025-05-08 14:50:00,288.9662,288.9810,288.0500,288.0650,798467
2025-05-08 14:45:00,288.3800,289.0800,288.3517,288.9500,820828
2025-05-08 14:40:00,287.9900,288.5000,287.8900,288.3900,427246
2025-05-08 14:35:00,287.9800,288.1800,287.7800,287.9847,367063
2025-05-08 14:30:00,287.5700,288.3900,287.5271,287.9899,585204
2025-05-08 14:25:00,287.5400,287.9599,287.3400,287.5201,399575
2025-05-08 14:20:00,288.2570,288.3600,287.3600,287.5000,704559
2025-05-08 14:15:00,288.3000,288.5599,288.0000,288.2800,605944
2025-05-08 14:10:00,288.3200,288.5200,287.9600,288.3039,556141
2025-05-08 14:05:00,287.2935,288.5200,287.1500,288.3599,733138
2025-05-08 14:00:00,287.7200,288.0499,286.9622,287.2990,688989
2025-05-08 13:55:00,288.1750,288.2500,287.6000,287.7107,589185
2025-05-08 13:50:00,287.9088,288.3700,287.6300,288.1995,881466
2025-05-08 13:45:00,287.4405,287.9500,287.2400,287.9000,648205
2025-05-08 13:40:00,287.1799,287.5000,286.8900,287.4747,432464
2025-05-08 13:35:00,286.6640,287.2999,286.2500,287.1700,524094
2025-05-08 13:30:00,287.1100,287.6399,286.6100,286.6500,580173
2025-05-08 13:25:00,287.2000,287.2100,286.5300,287.0716,515834
2025-05-08 13:20:00,286.9100,287.4500,286.7100,287.1701,557077
2025-05-08 13:15:00,286.4000,287.0400,286.3300,286.9200,594557
2025-05-08 13:10:00,286.5750,286.6900,286.1200,286.4006,593999
2025-05-08 13:05:00,287.1048,287.2000,286.4200,286.5750,792567
2025-05-08 13:00:00,287.8800,287.9500,286.7600,287.1799,752043
2025-05-08 12:55:00,288.1910,288.4400,287.7500,287.8800,673815
2025-05-08 12:50:00,288.3441,288.6800,288.1000,288.2008,532473
2025-05-08 12:45:00,288.3005,288.4999,287.7110,288.3122,683480
2025-05-08 12:40:00,287.4300,288.3800,287.0900,288.3800,732499
2025-05-08 12:35:00,287.0515,287.5800,287.0000,287.4700,597821
2025-05-08 12:30:00,287.3290,287.4656,286.7816,287.1200,984462
2025-05-08 12:25:00,288.4301,288.7600,287.1800,287.3000,1027846
2025-05-08 12:20:00,289.5600,289.7899,288.4000,288.4900,846304
2025-05-08 12:15:00,288.6500,289.5800,288.5984,289.5800,1048383
2025-05-08 12:10:00,288.1950,288.7800,287.9100,288.6000,767509
2025-05-08 12:05:00,288.6497,288.6900,287.8000,288.2000,796330
2025-05-08 12:00:00,288.8100,289.1300,287.9400,288.6800,762860
2025-05-08 11:55:00,289.0200,289.1300,287.8300,288.8003,1229426
2025-05-08 11:50:00,288.8200,289.4200,288.0000,289.0400,1504802
2025-05-08 11:45:00,289.4788,289.7500,288.5400,288.8148,1537241
2025-05-08 11:40:00,287.2999,289.8000,287.2001,289.4850,2293056
